ride_id,driver_id,pickup_location_id,dropoff_location_id,pickup_datetime,trip_duration_minutes,fare_amount
17141,256,233,78,2026-01-13 18:56:00,36,56.67
197,67,125,84,2026-01-13 19:01:00,19,29.57
11216,359,236,201,2026-01-13 19:04:00,35,56.15
10619,18,145,189,2026-01-13 19:08:00,22,36.38
5326,319,87,186,2026-01-13 19:09:00,14,24.81
4613,144,221,226,2026-01-13 19:10:00,17,29.3
2302,16,160,136,2026-01-13 19:13:00,54,82.5
3634,174,95,64,2026-01-13 19:16:00,54,85.45
834,276,183,50,2026-01-13 19:22:00,7,15.56
15718,177,125,168,2026-01-13 19:24:00,47,68.75
1201,45,73,126,2026-01-13 19:26:00,39,63.9
2733,31,90,190,2026-01-13 19:28:00,11,17.71
19995,234,130,28,2026-01-13 19:31:00,15,24.98
10841,23,195,99,2026-01-13 19:51:00,20,32.01
350,485,13,65,2026-01-13 19:58:00,55,86.0
5801,293,49,15,2026-01-13 20:05:00,22,38.14
8750,491,183,7,2026-01-13 20:06:00,56,84.83
13854,408,32,143,2026-01-13 20:13:00,55,84.5
5455,248,75,263,2026-01-13 20:19:00,13,22.3
5602,203,174,107,2026-01-13 20:28:00,53,82.35
6985,307,107,110,2026-01-13 20:47:00,20,36.29
19148,58,264,71,2026-01-13 20:47:00,57,88.01
18004,4,154,123,2026-01-13 21:04:00,35,55.99
17248,411,146,40,2026-01-13 21:17:00,13,20.61
18092,428,136,109,2026-01-13 21:30:00,52,80.2
7788,256,195,15,2026-01-13 21:46:00,42,67.29
18449,479,69,172,2026-01-13 21:48:00,34,56.95
5481,306,257,67,2026-01-13 22:18:00,34,52.29
2358,485,201,193,2026-01-13 22:26:00,36,57.99
11261,304,261,134,2026-01-13 23:03:00,47,70.78
9596,150,181,130,2026-01-13 23:04:00,45,71.33
16428,433,127,107,2026-01-13 23:05:00,49,75.76
11193,264,126,15,2026-01-13 23:09:00,15,24.84
17743,318,248,162,2026-01-13 23:16:00,8,13.4
17561,11,56,38,2026-01-13 23:17:00,31,51.91
708,288,61,37,2026-01-13 23:25:00,5,8.15
12013,336,35,30,2026-01-13 23:27:00,36,58.78
4658,275,118,107,2026-01-13 23:39:00,48,76.98
15815,194,256,17,2026-01-13 23:39:00,28,47.27
6733,395,215,216,2026-01-13 23:46:00,16,25.78
16050,169,64,195,2026-01-13 23:50:00,54,80.25
19603,175,39,28,2026-01-14 00:15:00,12,24.12
15618,272,252,142,2026-01-14 00:17:00,8,16.05
16590,380,10,25,2026-01-14 00:27:00,6,9.05
15870,125,85,104,2026-01-14 00:35:00,46,70.41
11188,28,139,77,2026-01-14 00:36:00,40,61.51
18015,154,189,190,2026-01-14 00:39:00,23,37.95
13927,238,215,88,2026-01-14 00:46:00,5,14.66
14417,40,40,55,2026-01-14 00:47:00,17,29.89
19740,115,138,162,2026-01-14 00:50:00,53,84.97
11331,401,123,77,2026-01-14 00:53:00,21,31.33
17776,259,110,217,2026-01-14 01:01:00,37,60.9
19415,354,155,243,2026-01-14 01:04:00,46,70.5
3175,393,145,249,2026-01-14 01:08:00,17,28.93
6396,352,12,50,2026-01-14 01:08:00,29,45.56
18221,27,9,262,2026-01-14 01:10:00,55,81.85
7332,414,131,14,2026-01-14 01:20:00,14,21.86
890,486,153,21,2026-01-14 01:28:00,29,43.14
7637,380,14,48,2026-01-14 01:37:00,53,84.33
13274,356,85,81,2026-01-14 01:43:00,18,32.33
8997,245,67,204,2026-01-14 01:54:00,33,51.87
17993,146,223,251,2026-01-14 01:57:00,53,80.14
761,220,23,166,2026-01-14 02:00:00,26,41.77
13684,108,250,55,2026-01-14 02:04:00,40,65.7
15544,326,40,130,2026-01-14 02:09:00,30,47.78
9134,440,170,239,2026-01-14 02:09:00,40,65.22
4234,307,73,66,2026-01-14 02:09:00,40,66.02
14805,477,170,158,2026-01-14 02:10:00,50,80.75
9195,13,40,259,2026-01-14 02:10:00,34,52.18
1192,461,203,45,2026-01-14 02:17:00,31,46.17
14757,276,110,80,2026-01-14 02:18:00,47,72.34
5469,349,83,22,2026-01-14 02:18:00,33,53.44
13534,336,149,82,2026-01-14 02:27:00,51,81.55
10568,161,218,264,2026-01-14 02:47:00,36,57.29
2580,299,153,38,2026-01-14 02:52:00,42,65.69
12729,386,192,6,2026-01-14 02:55:00,40,63.89
7592,116,158,176,2026-01-14 03:05:00,52,82.21
4164,382,69,27,2026-01-14 03:07:00,49,78.91
6566,75,212,124,2026-01-14 03:16:00,6,14.56
12578,489,89,110,2026-01-14 03:21:00,45,72.12
17542,429,80,90,2026-01-14 03:25:00,30,45.42
6973,449,109,66,2026-01-14 03:33:00,19,32.56
5198,129,113,80,2026-01-14 03:34:00,42,65.33
16923,75,265,13,2026-01-14 03:38:00,45,68.92
6394,382,152,253,2026-01-14 03:39:00,21,36.3
5348,495,115,38,2026-01-14 03:45:00,24,40.29
8759,69,225,185,2026-01-14 03:46:00,41,65.31
8246,310,127,30,2026-01-14 03:57:00,58,89.8
6194,229,17,252,2026-01-14 04:03:00,11,18.83
8442,377,173,228,2026-01-14 04:10:00,22,36.85
5628,1,76,87,2026-01-14 04:11:00,42,65.2
16798,98,218,248,2026-01-14 04:18:00,38,57.87
13303,401,234,54,2026-01-14 04:29:00,12,21.05
12902,270,115,122,2026-01-14 04:33:00,15,26.56
17097,127,105,226,2026-01-14 04:39:00,44,69.93
13522,106,208,124,2026-01-14 04:40:00,31,45.97
14194,348,255,137,2026-01-14 04:43:00,45,71.53
10762,234,180,113,2026-01-14 04:59:00,29,45.73
16608,137,257,135,2026-01-14 05:05:00,21,34.78
16634,266,83,231,2026-01-14 05:23:00,47,76.32
2578,37,134,102,2026-01-14 05:35:00,49,76.25
10809,266,160,81,2026-01-14 06:01:00,37,60.22
13890,36,34,69,2026-01-14 06:11:00,31,48.47
17864,429,8,196,2026-01-14 06:13:00,24,35.99
1591,131,25,109,2026-01-14 06:15:00,58,90.3
11783,62,94,217,2026-01-14 06:18:00,47,71.36
18868,182,2,159,2026-01-14 06:29:00,55,85.58
10386,54,185,238,2026-01-14 06:34:00,27,45.06
11735,465,28,230,2026-01-14 06:53:00,16,25.99
19774,81,97,204,2026-01-14 06:55:00,33,51.14
7921,187,254,135,2026-01-14 06:55:00,29,46.87
17952,116,61,8,2026-01-14 07:06:00,24,41.02
17617,315,70,177,2026-01-14 07:12:00,54,86.53
1261,231,35,118,2026-01-14 07:34:00,50,78.64
18238,351,181,111,2026-01-14 07:36:00,14,19.15
6814,330,178,44,2026-01-14 07:52:00,49,77.48
5629,101,154,63,2026-01-14 07:56:00,7,15.64
13097,52,58,252,2026-01-14 08:00:00,25,38.08
6045,296,171,94,2026-01-14 08:01:00,38,61.1
3365,165,105,51,2026-01-14 08:04:00,35,55.37
13479,296,176,75,2026-01-14 08:10:00,49,74.86
15132,201,84,146,2026-01-14 08:15:00,19,30.78
77,199,142,248,2026-01-14 08:23:00,55,88.63
15819,93,25,227,2026-01-14 08:28:00,40,65.0
17720,76,103,102,2026-01-14 08:30:00,52,83.08
8484,335,78,81,2026-01-14 08:33:00,47,73.8
3800,70,240,167,2026-01-14 08:51:00,59,95.84
14186,330,104,258,2026-01-14 08:55:00,54,86.12
8628,483,27,142,2026-01-14 09:00:00,24,40.87
3504,361,129,122,2026-01-14 09:12:00,56,86.08
2593,307,259,32,2026-01-14 09:30:00,35,57.19
9283,390,149,113,2026-01-14 09:40:00,43,69.13
4034,490,123,209,2026-01-14 09:50:00,30,50.74
6109,456,200,66,2026-01-14 10:08:00,54,83.08
11558,156,24,102,2026-01-14 10:10:00,52,77.91
14863,402,197,192,2026-01-14 10:18:00,32,49.75
13663,247,211,231,2026-01-14 10:19:00,35,54.09
6899,404,104,3,2026-01-14 10:29:00,12,21.61
12727,246,152,119,2026-01-14 10:30:00,60,93.4
17401,86,202,253,2026-01-14 10:41:00,6,12.9
5281,386,148,92,2026-01-14 10:44:00,23,36.0
12661,211,110,56,2026-01-14 10:45:00,16,24.13
2940,393,174,140,2026-01-14 10:46:00,22,36.21
13129,149,201,42,2026-01-14 10:59:00,29,48.62
8243,402,143,81,2026-01-14 11:04:00,53,83.96
4504,40,112,207,2026-01-14 11:12:00,50,76.42
8218,233,39,216,2026-01-14 11:16:00,59,89.44
19632,358,261,124,2026-01-14 11:20:00,49,76.24
12664,414,12,206,2026-01-14 11:58:00,44,67.3
3916,476,70,220,2026-01-14 12:12:00,42,65.69
8275,292,252,44,2026-01-14 12:26:00,37,57.48
9620,191,19,190,2026-01-14 12:26:00,58,89.13
5011,373,48,112,2026-01-14 12:29:00,33,55.59
1099,195,20,159,2026-01-14 12:30:00,21,34.93
16200,182,222,80,2026-01-14 12:36:00,35,55.07
11215,38,47,188,2026-01-14 12:43:00,58,93.12
13423,493,102,4,2026-01-14 12:44:00,5,6.41
4429,347,87,141,2026-01-14 12:48:00,59,89.36
17476,49,263,67,2026-01-14 12:59:00,18,29.42
4813,181,73,250,2026-01-14 13:09:00,15,22.58
3137,194,114,198,2026-01-14 13:22:00,60,92.97
17782,31,28,102,2026-01-14 13:26:00,46,66.58
8005,9,203,200,2026-01-14 13:33:00,53,79.95
15914,78,192,39,2026-01-14 13:37:00,23,37.94
7110,77,252,218,2026-01-14 13:50:00,49,79.14
1809,103,5,54,2026-01-14 14:07:00,25,41.6
12360,389,201,150,2026-01-14 14:11:00,46,72.6
18689,454,42,47,2026-01-14 14:26:00,43,67.61
11670,253,53,108,2026-01-14 14:32:00,47,78.05
6114,401,5,95,2026-01-14 14:43:00,16,26.41
12525,487,103,54,2026-01-14 14:46:00,9,17.7
8166,80,106,236,2026-01-14 14:50:00,21,36.83
13714,494,169,30,2026-01-14 14:52:00,11,16.73
7336,8,224,132,2026-01-14 15:00:00,10,17.9
13635,436,179,163,2026-01-14 15:01:00,9,13.46
6509,41,236,152,2026-01-14 15:11:00,45,71.43
226,52,245,151,2026-01-14 15:15:00,9,13.38
7198,315,78,45,2026-01-14 15:26:00,23,35.6
18008,199,143,140,2026-01-14 15:26:00,7,12.21
16267,411,244,235,2026-01-14 15:48:00,23,37.85
15010,300,75,158,2026-01-14 15:52:00,9,13.31
13992,311,20,214,2026-01-14 15:56:00,53,78.5
8155,150,126,181,2026-01-14 15:57:00,31,44.88
1596,467,35,16,2026-01-14 15:59:00,55,87.07
16577,474,84,30,2026-01-14 16:01:00,17,28.56
8944,77,234,190,2026-01-14 16:02:00,41,63.44
11452,372,230,41,2026-01-14 16:03:00,22,31.29
2656,243,106,167,2026-01-14 16:09:00,52,78.81
14942,489,133,219,2026-01-14 16:22:00,8,11.93
2602,283,124,34,2026-01-14 16:30:00,23,35.09
6775,245,245,13,2026-01-14 16:38:00,21,34.42
893,85,163,124,2026-01-14 16:42:00,54,86.99
7845,142,102,51,2026-01-14 16:45:00,34,56.35
6142,7,29,110,2026-01-14 16:49:00,5,9.62
3052,381,101,69,2026-01-14 16:49:00,12,0.0
16289,121,61,118,2026-01-14 16:59:00,27,39.47
15944,458,34,239,2026-01-14 17:04:00,32,48.99
209,158,144,65,2026-01-14 17:10:00,40,60.42
5140,178,47,223,2026-01-14 17:12:00,25,40.26
7239,27,96,228,2026-01-14 17:44:00,34,52.94
6951,432,65,245,2026-01-14 17:49:00,54,83.67
7689,240,166,244,2026-01-14 18:00:00,26,40.33
4970,352,88,37,2026-01-14 18:00:00,41,62.81
6009,64,167,212,2026-01-14 18:02:00,19,31.1
10192,49,244,245,2026-01-14 18:05:00,43,65.07
17057,37,243,64,2026-01-14 18:18:00,34,52.62
13599,187,125,82,2026-01-14 18:19:00,50,74.76
11882,337,207,18,2026-01-14 18:25:00,30,48.5
13511,92,15,119,2026-01-14 18:35:00,6,12.13
13106,402,56,110,2026-01-14 18:36:00,25,40.87
16586,399,98,108,2026-01-14 18:41:00,47,73.08
8911,325,251,213,2026-01-14 18:55:00,20,33.85
7491,464,156,257,2026-01-14 19:09:00,33,50.06
2921,262,125,155,2026-01-14 19:11:00,6,10.02
3182,258,236,192,2026-01-14 19:15:00,28,45.6
14811,243,47,64,2026-01-14 19:17:00,16,30.33
19748,31,114,169,2026-01-14 19:18:00,15,22.34
14717,5,231,65,2026-01-14 19:52:00,32,51.44
2675,401,161,19,2026-01-14 20:09:00,46,71.7
7893,216,96,197,2026-01-14 20:09:00,34,55.45
6121,235,150,126,2026-01-14 20:12:00,18,32.45
14453,224,207,207,2026-01-14 20:17:00,11,18.87
6471,158,5,210,2026-01-14 20:28:00,43,68.48
12677,357,92,33,2026-01-14 20:31:00,43,67.64
13083,334,223,83,2026-01-14 20:37:00,33,49.76
14151,431,207,28,2026-01-14 20:46:00,29,48.63
16158,140,198,151,2026-01-14 20:47:00,39,62.38
8043,284,40,135,2026-01-14 20:53:00,54,83.83
4942,330,202,100,2026-01-14 21:18:00,5,8.31
9323,191,174,171,2026-01-14 21:24:00,55,87.94
9337,153,28,69,2026-01-14 21:36:00,5,9.6
8435,184,23,62,2026-01-14 21:43:00,12,19.52
14154,255,138,142,2026-01-14 21:44:00,53,81.32
12212,170,148,26,2026-01-14 22:10:00,33,54.41
17256,417,180,258,2026-01-14 22:12:00,26,42.95
6635,416,231,41,2026-01-14 22:30:00,43,69.24
8120,301,146,93,2026-01-14 22:50:00,27,46.04
7212,348,113,20,2026-01-14 22:51:00,59,90.71
6095,276,216,135,2026-01-14 22:53:00,12,16.98
12157,439,81,37,2026-01-14 23:06:00,5,9.56
1378,476,21,13,2026-01-14 23:07:00,22,40.46
17613,251,148,61,2026-01-14 23:08:00,26,46.27
12657,500,225,216,2026-01-14 23:15:00,8,12.78
18222,455,213,182,2026-01-14 23:21:00,35,57.6
919,9,96,71,2026-01-14 23:35:00,39,60.4
5883,458,263,112,2026-01-14 23:37:00,35,59.88
18934,441,154,49,2026-01-14 23:39:00,43,69.18
17081,464,263,43,2026-01-14 23:44:00,44,71.05
7708,446,87,22,2026-01-14 23:46:00,41,62.8
3087,108,99,208,2026-01-14 23:50:00,27,40.9
5452,65,46,104,2026-01-14 23:51:00,38,62.8
7936,492,155,90,2026-01-14 23:52:00,23,38.38
18500,451,209,212,2026-01-15 00:06:00,29,49.5
5753,348,161,117,2026-01-15 00:07:00,28,45.59
3756,433,34,88,2026-01-15 00:11:00,18,33.27
9877,210,264,61,2026-01-15 00:14:00,13,23.48
18071,66,197,204,2026-01-15 00:15:00,10,17.64
19882,17,149,166,2026-01-15 00:19:00,15,23.12
12082,475,40,227,2026-01-15 00:32:00,22,39.29
12969,368,123,74,2026-01-15 00:35:00,43,67.87
10293,306,11,227,2026-01-15 00:39:00,50,76.88
10400,212,156,151,2026-01-15 00:42:00,56,89.51
4052,161,59,263,2026-01-15 00:45:00,58,87.74
6729,405,108,183,2026-01-15 00:54:00,10,18.7
11695,247,129,195,2026-01-15 00:55:00,9,18.92
2644,67,206,189,2026-01-15 00:57:00,55,87.0
8535,419,46,68,2026-01-15 01:05:00,60,94.2
17781,29,157,10,2026-01-15 01:09:00,29,44.9
19282,357,185,5,2026-01-15 01:13:00,25,39.87
18808,175,262,132,2026-01-15 01:19:00,54,83.8
13963,232,113,73,2026-01-15 01:21:00,60,93.84
12078,281,19,219,2026-01-15 01:23:00,48,74.74
1032,161,162,82,2026-01-15 01:30:00,8,16.21
15744,277,150,5,2026-01-15 01:38:00,20,35.17
17517,422,173,62,2026-01-15 01:41:00,32,49.04
9514,198,220,229,2026-01-15 01:50:00,36,54.26
12647,216,221,198,2026-01-15 01:58:00,5,12.95
13716,133,249,215,2026-01-15 02:02:00,37,59.68
16775,274,261,185,2026-01-15 02:03:00,49,77.0
2230,47,250,97,2026-01-15 02:16:00,14,24.03
3324,375,48,78,2026-01-15 02:19:00,49,73.75
4594,1,219,223,2026-01-15 02:26:00,23,34.29
19706,43,56,196,2026-01-15 02:41:00,29,47.21
16597,359,172,57,2026-01-15 02:44:00,28,43.41
14270,137,97,8,2026-01-15 02:45:00,44,69.36
9357,245,15,263,2026-01-15 02:50:00,32,52.68
8395,269,90,32,2026-01-15 03:08:00,47,72.07
14462,381,186,261,2026-01-15 03:14:00,45,70.1
9598,234,75,108,2026-01-15 03:24:00,6,15.97
15392,188,141,100,2026-01-15 03:36:00,14,23.8
4251,446,4,37,2026-01-15 03:38:00,55,88.12
12543,201,17,165,2026-01-15 03:41:00,18,31.68
2396,21,152,15,2026-01-15 03:56:00,12,20.44
15294,391,13,92,2026-01-15 04:01:00,54,80.94
15903,386,148,207,2026-01-15 04:07:00,54,81.11
17980,354,265,222,2026-01-15 04:08:00,25,37.3
6218,158,40,244,2026-01-15 04:14:00,52,81.68
9712,327,128,245,2026-01-15 04:22:00,12,21.1
14674,226,260,234,2026-01-15 04:26:00,58,90.02
3193,424,41,130,2026-01-15 04:32:00,24,38.67
4189,363,179,148,2026-01-15 04:45:00,35,57.02
11534,329,194,65,2026-01-15 04:50:00,19,30.05
10988,15,47,82,2026-01-15 05:10:00,32,51.0
13713,378,205,125,2026-01-15 05:10:00,31,50.96
19355,176,217,173,2026-01-15 05:17:00,28,43.17
16100,308,74,44,2026-01-15 05:23:00,60,91.79
3986,316,89,75,2026-01-15 05:26:00,41,66.94
11756,461,265,97,2026-01-15 05:32:00,5,11.21
16034,254,140,188,2026-01-15 05:36:00,22,35.85
11978,74,90,2,2026-01-15 05:37:00,36,57.7
11617,31,253,165,2026-01-15 05:39:00,56,89.23
10241,463,93,60,2026-01-15 05:42:00,28,44.72
8568,487,219,29,2026-01-15 05:50:00,41,66.79
13323,235,47,64,2026-01-15 05:53:00,27,44.41
19124,395,69,212,2026-01-15 05:55:00,31,48.4
17153,274,173,209,2026-01-15 06:02:00,53,80.57
3099,152,246,26,2026-01-15 06:02:00,56,85.08
2941,159,258,106,2026-01-15 06:23:00,34,54.46
10229,151,49,256,2026-01-15 06:24:00,60,94.02
14606,428,17,106,2026-01-15 06:36:00,27,41.94
8945,56,23,122,2026-01-15 06:37:00,60,90.54
11689,122,73,257,2026-01-15 06:38:00,51,79.97
18547,252,132,254,2026-01-15 06:40:00,11,18.42
977,267,230,13,2026-01-15 06:41:00,23,38.26
7707,74,12,14,2026-01-15 06:43:00,25,42.25
14229,268,182,95,2026-01-15 06:49:00,46,69.09
13085,273,98,215,2026-01-15 06:49:00,42,66.63
6233,361,151,109,2026-01-15 06:50:00,12,19.93
2421,323,230,265,2026-01-15 06:53:00,21,37.24
11655,187,209,221,2026-01-15 07:19:00,60,91.63
13843,361,111,89,2026-01-15 07:57:00,38,59.15
18145,59,20,135,2026-01-15 07:59:00,38,59.39
3196,48,242,111,2026-01-15 08:04:00,50,77.64
1036,216,75,124,2026-01-15 08:12:00,34,57.25
10774,214,108,166,2026-01-15 08:23:00,48,75.6
6956,389,66,143,2026-01-15 08:27:00,32,48.61
8095,264,221,186,2026-01-15 08:36:00,47,71.93
540,81,259,144,2026-01-15 08:40:00,37,55.87
10521,235,21,85,2026-01-15 08:43:00,49,73.14
16834,69,265,100,2026-01-15 09:00:00,37,56.72
748,347,33,126,2026-01-15 09:04:00,53,82.49
17262,497,56,93,2026-01-15 09:09:00,23,36.13
2322,412,11,87,2026-01-15 09:17:00,45,73.45
13286,189,166,1,2026-01-15 09:18:00,23,36.32
19252,106,229,144,2026-01-15 09:20:00,25,38.28
4571,368,47,185,2026-01-15 09:25:00,40,65.83
17785,296,142,116,2026-01-15 09:28:00,52,81.57
9021,275,178,127,2026-01-15 09:32:00,28,48.5
9137,294,178,67,2026-01-15 09:33:00,22,35.06
18698,269,80,43,2026-01-15 09:41:00,34,51.52
15992,210,104,137,2026-01-15 09:46:00,59,93.94
7595,242,161,173,2026-01-15 09:58:00,50,80.17
16248,411,138,151,2026-01-15 10:06:00,38,60.43
3318,9,124,2,2026-01-15 10:17:00,56,83.5
12026,418,177,58,2026-01-15 10:25:00,40,59.35
4998,386,86,76,2026-01-15 10:26:00,14,21.97
17493,327,202,158,2026-01-15 10:34:00,29,47.5
10586,416,172,223,2026-01-15 10:34:00,9,17.38
17809,85,184,77,2026-01-15 10:48:00,46,70.89
19301,407,40,216,2026-01-15 10:49:00,43,66.47
7602,332,93,136,2026-01-15 11:03:00,43,66.08
15384,487,127,251,2026-01-15 11:26:00,28,44.17
7096,216,119,132,2026-01-15 11:30:00,47,74.83
19497,480,236,48,2026-01-15 11:43:00,50,79.01
10440,22,87,245,2026-01-15 11:49:00,39,64.98
7900,355,245,58,2026-01-15 11:56:00,13,21.23
928,446,211,264,2026-01-15 12:01:00,15,23.64
6162,429,167,39,2026-01-15 12:03:00,15,23.66
218,169,100,204,2026-01-15 12:03:00,22,34.94
14810,447,143,34,2026-01-15 12:06:00,36,59.89
15311,262,88,156,2026-01-15 12:10:00,59,91.24
7752,433,39,203,2026-01-15 12:23:00,13,22.03
6702,186,74,97,2026-01-15 12:23:00,33,51.56
19791,182,125,230,2026-01-15 12:24:00,9,15.79
6776,87,7,7,2026-01-15 12:26:00,49,76.79
12623,235,123,63,2026-01-15 12:26:00,9,16.06
6643,446,194,130,2026-01-15 12:27:00,27,45.51
10172,237,5,14,2026-01-15 12:28:00,51,76.2
9731,380,40,190,2026-01-15 12:29:00,13,20.66
10056,57,14,259,2026-01-15 12:29:00,33,53.5
2062,43,116,237,2026-01-15 12:43:00,18,33.91
13560,74,227,144,2026-01-15 12:47:00,50,75.88
19300,475,111,253,2026-01-15 12:47:00,47,76.08
930,329,163,246,2026-01-15 12:57:00,47,72.59
17297,20,175,154,2026-01-15 13:00:00,40,58.89
14362,321,98,122,2026-01-15 13:02:00,59,93.97
19732,162,53,254,2026-01-15 13:04:00,49,79.69
6246,414,36,226,2026-01-15 13:07:00,38,59.08
16400,409,211,176,2026-01-15 13:13:00,40,63.76
13035,107,151,47,2026-01-15 13:21:00,27,41.11
16850,191,209,186,2026-01-15 13:27:00,9,16.02
6850,116,42,163,2026-01-15 13:37:00,26,41.44
9275,341,218,128,2026-01-15 13:41:00,53,80.35
16912,337,30,51,2026-01-15 13:44:00,15,29.67
19106,180,35,176,2026-01-15 13:50:00,35,52.54
14295,58,60,235,2026-01-15 13:52:00,25,38.36
9845,269,2,200,2026-01-15 13:53:00,17,31.41
15825,88,32,160,2026-01-15 14:02:00,43,66.96
3574,58,81,229,2026-01-15 14:03:00,33,53.23
2240,24,159,107,2026-01-15 14:10:00,8,17.34
15044,443,96,244,2026-01-15 14:15:00,46,74.29
18240,464,103,72,2026-01-15 14:21:00,20,31.04
14963,215,149,92,2026-01-15 14:22:00,39,62.81
8561,146,41,26,2026-01-15 14:27:00,18,29.78
18586,5,220,130,2026-01-15 14:35:00,5,13.06
15797,422,101,252,2026-01-15 14:44:00,32,55.68
15438,156,43,183,2026-01-15 14:47:00,11,18.03
9529,86,236,252,2026-01-15 14:47:00,60,93.66
14631,121,263,169,2026-01-15 14:51:00,56,87.07
6351,265,17,158,2026-01-15 15:01:00,34,52.28
9855,305,227,109,2026-01-15 15:07:00,36,57.04
3921,459,118,6,2026-01-15 15:16:00,44,70.21
5324,351,54,39,2026-01-15 15:23:00,49,81.95
13855,423,35,230,2026-01-15 15:36:00,26,37.42
7431,402,234,61,2026-01-15 15:44:00,6,11.86
16038,287,230,93,2026-01-15 15:44:00,42,64.86
12817,466,85,88,2026-01-15 15:49:00,16,24.87
17544,94,1,157,2026-01-15 15:51:00,26,38.31
10184,40,4,9,2026-01-15 15:56:00,38,58.23
3243,330,141,193,2026-01-15 16:07:00,5,8.34
2432,362,10,51,2026-01-15 16:43:00,25,37.31
11956,212,254,152,2026-01-15 16:47:00,38,64.69
6378,241,80,2,2026-01-15 17:02:00,10,18.85
4733,243,42,120,2026-01-15 17:11:00,58,88.71
18448,6,255,59,2026-01-15 17:20:00,15,24.79
17706,105,2,206,2026-01-15 17:21:00,53,78.13
16321,254,109,147,2026-01-15 17:24:00,12,16.48
17218,310,112,117,2026-01-15 17:26:00,54,85.83
10680,36,160,31,2026-01-15 17:28:00,35,57.22
18584,118,93,171,2026-01-15 17:28:00,44,68.63
8876,289,167,206,2026-01-15 17:46:00,59,93.29
11848,256,8,71,2026-01-15 18:01:00,26,44.16
11998,263,93,89,2026-01-15 18:08:00,19,28.32
14248,401,228,223,2026-01-15 18:17:00,43,67.62
2843,402,66,49,2026-01-15 18:36:00,29,50.04
13715,427,190,19,2026-01-15 18:40:00,14,24.77
7126,327,8,198,2026-01-15 18:47:00,57,90.06
3511,365,89,202,2026-01-15 18:50:00,38,60.19
1096,89,154,33,2026-01-15 18:54:00,31,49.85
6052,192,71,225,2026-01-15 18:58:00,23,37.7
857,499,141,11,2026-01-15 19:08:00,39,66.4
10044,320,239,138,2026-01-15 19:10:00,48,71.27
5941,119,20,168,2026-01-15 19:22:00,32,49.88
9825,48,138,120,2026-01-15 19:26:00,47,74.08
18662,486,175,228,2026-01-15 19:31:00,15,26.68
17034,420,236,34,2026-01-15 19:35:00,60,96.19
5447,10,135,242,2026-01-15 19:37:00,50,79.77
9634,353,16,261,2026-01-15 19:42:00,52,80.84
9744,227,101,202,2026-01-15 19:42:00,34,54.93
3982,425,117,152,2026-01-15 20:10:00,56,87.54
11450,307,237,204,2026-01-15 20:11:00,24,39.04
4394,242,162,115,2026-01-15 20:13:00,22,33.73
7919,316,22,165,2026-01-15 20:15:00,15,25.92
13104,141,111,208,2026-01-15 20:43:00,38,58.44
18228,346,152,116,2026-01-15 21:01:00,25,41.28
5647,409,101,86,2026-01-15 21:11:00,12,19.0
10520,350,57,24,2026-01-15 21:16:00,58,89.91
17861,352,205,237,2026-01-15 21:17:00,58,87.19
4341,94,178,159,2026-01-15 21:28:00,56,85.73
13617,416,248,179,2026-01-15 21:30:00,17,31.51
8995,222,64,111,2026-01-15 21:36:00,37,59.08
10791,499,203,237,2026-01-15 21:39:00,14,25.68
11197,186,190,207,2026-01-15 21:39:00,28,46.16
19156,362,162,59,2026-01-15 21:42:00,33,52.95
10357,60,168,50,2026-01-15 21:52:00,22,33.77
296,303,113,52,2026-01-15 21:53:00,25,0.0
16953,82,265,184,2026-01-15 21:55:00,44,70.57
2448,113,229,105,2026-01-15 21:58:00,49,71.45
3347,361,259,110,2026-01-15 22:00:00,18,28.9
474,243,49,92,2026-01-15 22:27:00,51,81.22
4878,155,70,189,2026-01-15 22:28:00,37,60.13
6820,15,47,204,2026-01-15 22:32:00,27,49.02
10040,304,24,94,2026-01-15 22:33:00,16,28.36
9684,177,226,179,2026-01-15 22:39:00,39,64.77
14600,470,240,75,2026-01-15 22:42:00,55,85.43
2014,331,238,236,2026-01-15 22:44:00,22,38.44
6468,441,218,131,2026-01-15 22:46:00,25,40.56
7739,152,240,215,2026-01-15 22:53:00,18,30.53
8900,199,42,99,2026-01-15 23:01:00,16,26.64
2559,484,146,179,2026-01-15 23:12:00,56,89.32
19789,176,229,154,2026-01-15 23:14:00,51,79.99
5419,208,158,250,2026-01-15 23:15:00,24,38.87
11329,329,223,27,2026-01-15 23:36:00,58,87.68
14530,162,5,111,2026-01-15 23:52:00,7,17.05
4865,30,71,143,2026-01-15 23:56:00,35,53.2
15470,110,209,66,2026-01-16 00:21:00,51,76.88
18183,304,142,24,2026-01-16 00:23:00,43,63.65
11921,483,39,108,2026-01-16 00:44:00,21,33.17
4065,127,134,39,2026-01-16 00:53:00,13,22.34
7649,135,178,234,2026-01-16 01:08:00,22,36.35
3119,423,220,145,2026-01-16 01:10:00,50,80.13
5157,33,94,117,2026-01-16 01:13:00,14,25.57
17978,242,22,133,2026-01-16 01:15:00,17,29.59
14733,478,46,257,2026-01-16 01:18:00,16,24.74
2364,370,23,54,2026-01-16 01:19:00,20,32.57
19866,410,262,261,2026-01-16 01:23:00,8,13.7
13526,493,204,69,2026-01-16 01:24:00,24,38.07
2306,69,90,105,2026-01-16 01:27:00,50,78.65
